test_filename train_filename dist1 dist2 dist3 dist4 dist5
WL009.jpg MB002.jpg 31542.176 31542.176 0.663 0.229 0.489
WL009.jpg MB003.jpg 17181.957 17181.957 0.873 0.128 0.649
WL009.jpg MB004.jpg 26737.608 26737.608 0.699 0.214 0.520
WL009.jpg MB005.jpg 31965.958 31965.958 0.600 0.217 0.500
WL009.jpg MB006.jpg 26762.719 26762.719 0.717 0.196 0.523
WL009.jpg MB007.jpg 29998.453 29998.453 0.653 0.230 0.485
WL009.jpg MB008.jpg 32126.371 32126.371 0.617 0.226 0.480
WL009.jpg MB009.jpg 30406.173 30406.173 0.681 0.216 0.499
WL009.jpg MB010.jpg 29790.586 29790.586 0.690 0.217 0.502
WL009.jpg MB011.jpg 32053.550 32053.550 0.656 0.229 0.486
WL009.jpg MB012.jpg 29074.540 29074.540 0.674 0.220 0.497
WL009.jpg ML002.jpg 9740.615 9740.615 0.935 0.034 0.809
WL009.jpg ML003.jpg 9602.928 9602.928 0.937 0.045 0.797
WL009.jpg ML004.jpg 11378.136 11378.136 0.909 0.054 0.746
WL009.jpg ML005.jpg 10185.995 10185.995 0.928 0.038 0.795
WL009.jpg ML006.jpg 8348.774 8348.774 0.954 0.038 0.827
WL009.jpg ML007.jpg 9136.906 9136.906 0.944 0.046 0.789
WL009.jpg ML008.jpg 17881.450 17881.450 0.761 0.109 0.628
WL009.jpg ML009.jpg 8847.031 8847.031 0.949 0.034 0.816
WL009.jpg ML010.jpg 10863.723 10863.723 0.917 0.055 0.756
WL009.jpg ML011.jpg 14599.649 14599.649 0.845 0.073 0.696
WL009.jpg ML012.jpg 9365.334 9365.334 0.943 0.042 0.808
WL009.jpg ML013.jpg 9613.950 9613.950 0.936 0.035 0.802
WL009.jpg ML014.jpg 10027.488 10027.488 0.930 0.035 0.794
WL009.jpg ML015.jpg 9216.827 9216.827 0.942 0.030 0.830
WL009.jpg ML016.jpg 8702.568 8702.568 0.954 0.037 0.828
